timestamp,cluster_id,namespace,deployment_name,service_name,pod_name,container_name,node_name,workload_type,version,cpu_usage_mcores,cpu_limit_mcores,memory_usage_mb,memory_limit_mb,memory_working_set_mb,network_rx_kbps,network_tx_kbps,disk_read_kbps,disk_write_kbps,request_rate_rps,error_rate_rps,latency_p50_ms,latency_p95_ms,restart_count,pod_phase,ready,deployment_age_minutes,scenario_tag,event_hint
2026-07-13T09:00:10+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,310.35,1000,416.17,1024,353.46,366.75,419.87,27.68,38.5,87.29,0.0,91.5,177.41,0,Running,True,1450,memory_leak_after_deployment,
2026-07-13T09:00:11+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,334.88,1000,419.42,1024,353.98,623.84,247.33,18.28,59.42,99.32,0.0,87.89,180.68,0,Running,True,1451,memory_leak_after_deployment,
2026-07-13T09:00:12+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,346.72,1000,419.71,1024,381.77,414.18,304.93,34.5,47.68,75.22,0.16,86.19,150.08,0,Running,True,1452,memory_leak_after_deployment,
2026-07-13T09:00:13+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,274.9,1000,420.73,1024,358.49,298.24,279.45,14.37,16.6,94.85,0.07,97.04,144.74,0,Running,True,1453,memory_leak_after_deployment,
2026-07-13T09:00:14+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,305.51,1000,413.53,1024,393.69,723.64,306.82,27.94,26.76,104.22,0.07,80.96,163.23,0,Running,True,1454,memory_leak_after_deployment,
2026-07-13T09:00:15+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,335.89,1000,420.78,1024,398.91,461.67,254.74,13.63,35.88,91.15,0.0,81.86,126.66,0,Running,True,1455,memory_leak_after_deployment,
2026-07-13T09:00:16+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,321.87,1000,422.37,1024,361.88,546.42,455.48,18.98,17.06,97.04,0.0,73.68,145.43,0,Running,True,1456,memory_leak_after_deployment,
2026-07-13T09:00:17+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,300.53,1000,417.26,1024,400.42,507.09,217.74,6.65,11.03,95.81,0.08,100.33,157.35,0,Running,True,1457,memory_leak_after_deployment,
2026-07-13T09:00:18+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,315.8,1000,422.06,1024,383.16,535.21,266.33,7.22,25.99,81.53,0.0,85.48,197.34,0,Running,True,1458,memory_leak_after_deployment,
2026-07-13T09:00:19+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,323.9,1000,418.46,1024,401.5,522.4,476.99,35.13,5.63,97.08,0.0,94.14,166.53,0,Running,True,1459,memory_leak_after_deployment,
2026-07-13T09:00:20+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,299.45,1000,426.33,1024,392.61,661.4,393.6,14.34,40.25,109.0,0.0,89.69,192.43,0,Running,True,1460,memory_leak_after_deployment,
2026-07-13T09:00:21+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,306.87,1000,412.08,1024,344.34,487.84,330.82,38.38,53.17,98.43,0.0,72.59,154.23,0,Running,True,1461,memory_leak_after_deployment,
2026-07-13T09:00:22+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,328.63,1000,411.5,1024,352.61,473.57,228.64,36.94,52.88,90.16,0.31,79.66,151.85,0,Running,True,1462,memory_leak_after_deployment,
2026-07-13T09:00:23+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,293.92,1000,426.51,1024,367.56,585.86,381.61,10.35,46.94,99.72,0.26,72.92,160.24,0,Running,True,1463,memory_leak_after_deployment,
2026-07-13T09:00:24+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,335.78,1000,422.08,1024,377.98,570.75,315.14,5.02,22.83,87.76,0.0,89.18,158.35,0,Running,True,1464,memory_leak_after_deployment,
2026-07-13T09:00:25+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,327.19,1000,422.0,1024,347.19,663.95,428.66,34.11,21.91,92.46,0.05,87.48,140.84,0,Running,True,1465,memory_leak_after_deployment,
2026-07-13T09:00:26+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,330.21,1000,434.93,1024,360.17,614.06,427.64,8.0,31.73,88.34,0.13,77.6,169.14,0,Running,True,1466,memory_leak_after_deployment,
2026-07-13T09:00:27+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,303.8,1000,429.27,1024,356.16,682.61,456.74,9.49,31.14,106.28,0.08,91.82,188.38,0,Running,True,1467,memory_leak_after_deployment,
2026-07-13T09:00:28+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,305.54,1000,418.04,1024,374.97,381.74,420.39,19.81,16.65,91.05,0.0,84.38,159.14,0,Running,True,1468,memory_leak_after_deployment,
2026-07-13T09:00:29+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,338.68,1000,422.21,1024,378.09,619.92,256.8,15.91,59.73,98.64,0.29,83.75,206.32,0,Running,True,1469,memory_leak_after_deployment,
2026-07-13T09:00:30+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,304.09,1000,425.01,1024,387.17,446.18,318.85,9.24,17.36,89.75,0.1,83.5,167.3,0,Running,True,1470,memory_leak_after_deployment,
2026-07-13T09:00:31+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,320.74,1000,423.79,1024,367.56,517.93,246.74,12.71,8.9,91.71,0.0,81.43,168.42,0,Running,True,1471,memory_leak_after_deployment,
2026-07-13T09:00:32+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,296.68,1000,421.71,1024,383.06,404.26,473.07,35.09,8.9,100.31,0.08,78.16,156.92,0,Running,True,1472,memory_leak_after_deployment,
2026-07-13T09:00:33+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,299.15,1000,420.47,1024,358.79,612.79,269.44,9.63,56.45,101.95,0.11,94.0,173.65,0,Running,True,1473,memory_leak_after_deployment,
2026-07-13T09:00:34+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,303.75,1000,408.98,1024,368.06,530.02,450.09,33.26,15.47,103.38,0.1,89.43,223.89,0,Running,True,1474,memory_leak_after_deployment,
2026-07-13T09:00:35+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,347.37,1000,424.57,1024,353.91,529.31,350.47,21.35,45.1,107.15,0.13,82.87,168.62,0,Running,True,1475,memory_leak_after_deployment,
2026-07-13T09:00:36+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,319.05,1000,413.82,1024,378.34,707.46,218.58,19.09,23.66,95.23,0.02,103.57,119.63,0,Running,True,1476,memory_leak_after_deployment,
2026-07-13T09:00:37+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,290.6,1000,425.49,1024,400.23,393.13,245.35,20.7,28.2,95.45,0.22,86.17,136.87,0,Running,True,1477,memory_leak_after_deployment,
2026-07-13T09:00:38+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,338.91,1000,414.28,1024,355.86,385.1,445.4,20.51,52.37,93.38,0.04,85.49,141.92,0,Running,True,1478,memory_leak_after_deployment,
2026-07-13T09:00:39+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,338.3,1000,437.15,1024,392.14,266.65,412.89,34.26,58.29,82.61,0.04,79.82,168.9,0,Running,True,1479,memory_leak_after_deployment,
2026-07-13T09:00:40+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,322.93,1000,413.66,1024,392.85,708.78,259.74,22.0,16.76,103.94,0.17,75.92,149.58,0,Running,True,1480,memory_leak_after_deployment,
2026-07-13T09:00:41+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,311.93,1000,416.2,1024,364.65,374.15,359.6,39.49,19.59,114.64,0.08,75.16,170.74,0,Running,True,1481,memory_leak_after_deployment,
2026-07-13T09:00:42+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,347.69,1000,436.98,1024,406.29,439.71,284.78,38.51,59.75,87.11,0.0,95.14,140.26,0,Running,True,1482,memory_leak_after_deployment,
2026-07-13T09:00:43+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,342.6,1000,423.55,1024,380.27,574.59,227.19,15.38,58.28,92.19,0.0,59.07,134.56,0,Running,True,1483,memory_leak_after_deployment,
2026-07-13T09:00:44+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,300.31,1000,417.98,1024,376.64,619.31,483.15,7.0,37.13,113.85,0.0,81.48,155.35,0,Running,True,1484,memory_leak_after_deployment,
2026-07-13T09:00:45+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,296.62,1000,431.53,1024,384.23,752.05,271.94,38.63,9.41,109.99,0.0,77.15,161.35,0,Running,True,1485,memory_leak_after_deployment,
2026-07-13T09:00:46+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,314.53,1000,421.59,1024,356.67,572.66,406.03,13.23,11.59,100.86,0.0,85.91,164.92,0,Running,True,1486,memory_leak_after_deployment,
2026-07-13T09:00:47+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,301.35,1000,432.69,1024,408.73,486.34,447.94,26.68,28.06,118.39,0.0,83.79,163.59,0,Running,True,1487,memory_leak_after_deployment,
2026-07-13T09:00:48+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,314.62,1000,422.25,1024,380.75,528.25,474.13,12.15,44.39,98.69,0.0,80.29,168.29,0,Running,True,1488,memory_leak_after_deployment,
2026-07-13T09:00:49+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,313.41,1000,422.86,1024,360.87,517.1,434.25,15.5,22.39,108.16,0.06,91.69,165.26,0,Running,True,1489,memory_leak_after_deployment,
2026-07-13T09:00:50+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,316.49,1000,413.37,1024,382.47,355.79,360.97,39.95,59.79,106.96,0.12,85.2,156.94,0,Running,True,1490,memory_leak_after_deployment,
2026-07-13T09:00:51+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,316.09,1000,430.22,1024,357.19,417.1,294.52,37.66,53.45,105.35,0.0,83.26,172.78,0,Running,True,1491,memory_leak_after_deployment,
2026-07-13T09:00:52+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,346.16,1000,426.6,1024,402.33,521.65,276.69,34.18,43.69,111.87,0.0,90.47,147.48,0,Running,True,1492,memory_leak_after_deployment,
2026-07-13T09:00:53+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,326.4,1000,422.59,1024,382.72,756.89,402.92,5.27,49.94,101.7,0.12,78.81,192.45,0,Running,True,1493,memory_leak_after_deployment,
2026-07-13T09:00:54+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,303.62,1000,411.95,1024,355.07,663.16,533.69,9.7,11.35,110.8,0.16,90.47,166.69,0,Running,True,1494,memory_leak_after_deployment,
2026-07-13T09:00:55+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,310.6,1000,419.9,1024,350.61,558.15,286.43,26.17,44.47,101.68,0.0,92.8,150.35,0,Running,True,1495,memory_leak_after_deployment,
2026-07-13T09:00:56+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,323.09,1000,413.4,1024,350.77,612.47,292.1,22.1,54.79,104.62,0.0,78.42,157.39,0,Running,True,1496,memory_leak_after_deployment,
2026-07-13T09:00:57+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,319.37,1000,421.96,1024,395.99,331.86,317.81,14.68,5.2,97.17,0.05,73.55,128.36,0,Running,True,1497,memory_leak_after_deployment,
2026-07-13T09:00:58+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,325.86,1000,414.25,1024,384.41,609.62,289.47,30.94,35.34,103.91,0.3,92.75,154.55,0,Running,True,1498,memory_leak_after_deployment,
2026-07-13T09:00:59+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,309.26,1000,419.85,1024,369.41,307.91,225.17,35.91,54.72,101.17,0.0,87.58,138.11,0,Running,True,1499,memory_leak_after_deployment,
2026-07-13T09:01:00+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,363.59,1000,424.15,1024,380.2,678.72,376.5,10.18,12.01,100.47,0.08,90.76,146.98,0,Running,True,1500,memory_leak_after_deployment,
2026-07-13T09:01:01+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,331.36,1000,421.79,1024,364.07,720.73,448.92,35.12,54.44,102.3,0.0,85.2,161.96,0,Running,True,1501,memory_leak_after_deployment,
2026-07-13T09:01:02+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,351.81,1000,431.61,1024,366.61,494.49,276.86,32.3,53.63,119.94,0.0,91.98,156.3,0,Running,True,1502,memory_leak_after_deployment,
2026-07-13T09:01:03+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,314.22,1000,437.52,1024,383.66,546.91,232.59,37.55,52.55,94.41,0.0,68.01,143.54,0,Running,True,1503,memory_leak_after_deployment,
2026-07-13T09:01:04+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,334.93,1000,413.93,1024,395.99,695.3,485.7,5.87,45.51,104.58,0.38,93.73,148.24,0,Running,True,1504,memory_leak_after_deployment,
2026-07-13T09:01:05+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,342.45,1000,412.81,1024,357.7,649.9,398.39,35.24,49.59,90.41,0.37,95.53,150.05,0,Running,True,1505,memory_leak_after_deployment,
2026-07-13T09:01:06+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,361.11,1000,406.29,1024,348.34,659.5,234.27,35.53,52.22,100.79,0.25,72.99,145.92,0,Running,True,1506,memory_leak_after_deployment,
2026-07-13T09:01:07+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,333.29,1000,420.04,1024,357.51,653.92,331.23,15.68,48.74,97.97,0.12,76.83,152.31,0,Running,True,1507,memory_leak_after_deployment,
2026-07-13T09:01:08+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,343.5,1000,420.96,1024,358.6,335.47,278.55,16.49,52.54,107.99,0.0,72.73,176.0,0,Running,True,1508,memory_leak_after_deployment,
2026-07-13T09:01:09+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,316.57,1000,422.66,1024,403.79,490.52,452.3,18.99,58.96,115.25,0.02,94.5,154.56,0,Running,True,1509,memory_leak_after_deployment,
2026-07-13T09:01:10+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,370.49,1000,436.49,1024,390.69,721.57,234.25,38.96,14.82,99.85,0.19,90.75,180.55,0,Running,True,1510,memory_leak_after_deployment,
2026-07-13T09:01:11+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,347.7,1000,412.28,1024,393.63,466.15,258.4,20.21,45.07,111.13,0.0,75.53,116.29,0,Running,True,1511,memory_leak_after_deployment,
2026-07-13T09:01:12+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,348.54,1000,417.84,1024,360.98,658.7,406.44,18.48,36.71,115.0,0.01,98.07,128.38,0,Running,True,1512,memory_leak_after_deployment,
2026-07-13T09:01:13+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,332.07,1000,406.37,1024,347.72,652.57,211.4,37.4,34.61,105.43,0.0,68.46,151.4,0,Running,True,1513,memory_leak_after_deployment,
2026-07-13T09:01:14+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,347.81,1000,409.56,1024,377.09,667.63,422.55,17.75,8.85,105.33,0.0,80.89,133.93,0,Running,True,1514,memory_leak_after_deployment,
2026-07-13T09:01:15+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,354.09,1000,419.5,1024,383.0,420.45,275.72,34.68,44.59,93.73,0.1,81.06,140.24,0,Running,True,1515,memory_leak_after_deployment,
2026-07-13T09:01:16+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,311.38,1000,419.14,1024,361.32,428.13,314.4,19.08,21.26,97.48,0.0,100.72,153.63,0,Running,True,1516,memory_leak_after_deployment,
2026-07-13T09:01:17+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,338.39,1000,414.4,1024,347.19,495.66,488.48,28.71,54.65,101.32,0.0,89.91,166.64,0,Running,True,1517,memory_leak_after_deployment,
2026-07-13T09:01:18+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,321.49,1000,415.76,1024,376.75,435.22,364.21,5.01,20.78,99.95,0.0,72.88,177.6,0,Running,True,1518,memory_leak_after_deployment,
2026-07-13T09:01:19+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,328.64,1000,433.16,1024,381.26,602.09,425.45,21.27,29.32,107.33,0.06,109.82,174.09,0,Running,True,1519,memory_leak_after_deployment,
2026-07-13T09:01:20+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,313.51,1000,418.98,1024,356.1,454.13,416.43,32.86,14.33,88.54,0.04,79.07,128.01,0,Running,True,1520,memory_leak_after_deployment,
2026-07-13T09:01:21+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,310.88,1000,414.83,1024,345.08,622.21,456.03,16.73,50.01,116.97,0.18,85.47,182.28,0,Running,True,1521,memory_leak_after_deployment,
2026-07-13T09:01:22+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,315.71,1000,420.62,1024,389.14,696.68,309.06,11.97,6.34,115.58,0.11,77.03,151.19,0,Running,True,1522,memory_leak_after_deployment,
2026-07-13T09:01:23+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,304.54,1000,413.0,1024,352.81,567.55,502.5,7.55,27.79,110.46,0.38,74.96,168.86,0,Running,True,1523,memory_leak_after_deployment,
2026-07-13T09:01:24+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,323.93,1000,414.79,1024,376.7,377.33,398.18,22.3,18.42,97.38,0.0,85.39,138.04,0,Running,True,1524,memory_leak_after_deployment,
2026-07-13T09:01:25+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,333.42,1000,422.16,1024,384.95,303.85,427.19,31.95,10.86,100.45,0.0,80.39,166.6,0,Running,True,1525,memory_leak_after_deployment,
2026-07-13T09:01:26+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,313.47,1000,424.01,1024,372.92,391.99,503.89,23.13,7.76,103.39,0.15,72.1,165.03,0,Running,True,1526,memory_leak_after_deployment,
2026-07-13T09:01:27+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,346.94,1000,414.7,1024,354.52,654.17,323.3,33.05,41.72,95.95,0.0,71.98,153.87,0,Running,True,1527,memory_leak_after_deployment,
2026-07-13T09:01:28+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,315.14,1000,422.08,1024,404.48,613.81,524.17,36.2,38.7,108.07,0.0,84.47,131.2,0,Running,True,1528,memory_leak_after_deployment,
2026-07-13T09:01:29+00:00,demo-prod-like-cluster-01,payments,payment-api,payment-api,payment-api-7f8d0,payment-api,worker-03,Deployment,v2.2.9,335.73,1000,414.79,1024,381.89,501.53,427.34,24.18,54.35,95.14,0.0,93.05,142.62,0,Running,True,1529,memory_leak_after_deployment,
