feature_id,timestamp,pod_name,service_name,namespace,scenario_tag,memory_current_mb,memory_limit_mb,memory_ratio_current,memory_avg_5s,memory_avg_10s,memory_avg_30s,memory_slope_5s,memory_slope_10s,memory_slope_30s,memory_std_30s,cpu_current_mcores,cpu_avg_5s,cpu_avg_10s,cpu_avg_30s,cpu_slope_10s,error_rate_current,error_rate_avg_5s,error_rate_avg_30s,error_rate_slope_10s,request_rate_current,request_rate_avg_30s,request_rate_slope_10s,latency_p95_current,latency_p95_avg_30s,latency_p95_slope_10s,restart_count,deployment_age_minutes,recent_deployment_flag
auth-api-6d1a0_40,2026-07-13T09:00:40+00:00,auth-api-6d1a0,auth-api,auth,normal_with_small_noise,203.72,512,0.397890625,207.59,206.743,211.0263333333333,-0.6980000000000106,0.18818181818180338,-0.3987563959955559,7.645691364211716,185.66,189.03199999999998,192.98499999999999,186.31133333333338,-0.9969090909090887,0.0,0.144,0.08733333333333333,0.007090909090909095,82.94,75.39566666666668,1.1398181818181834,109.31,115.08233333333332,-1.7647272727272758,0,1480,0
auth-api-6d1a0_41,2026-07-13T09:00:41+00:00,auth-api-6d1a0,auth-api,auth,normal_with_small_noise,209.0,512,0.408203125,207.498,207.58500000000004,210.51633333333334,0.1449999999999961,-0.09957575757575413,-0.3202869855394917,7.228664436825788,162.06,184.6,189.01000000000002,186.66466666666668,-2.095393939393937,0.0,0.10800000000000001,0.08733333333333333,-0.0032121212121212083,83.49,75.56766666666667,1.356303030303031,129.69,116.18599999999999,-0.5750909090909052,0,1481,0
auth-api-6d1a0_42,2026-07-13T09:00:42+00:00,auth-api-6d1a0,auth-api,auth,normal_with_small_noise,210.68,512,0.411484375,208.954,207.24699999999999,210.552,-0.4480000000000336,0.5009090909090902,-0.3254816462736439,7.226677779183041,215.04,191.49,191.951,187.50033333333334,-0.9009090909090922,0.2,0.11400000000000002,0.084,-0.004787878787878797,82.27,75.48333333333332,1.1323636363636358,128.33,116.682,-0.9635151515151442,0,1482,0
auth-api-6d1a0_43,2026-07-13T09:00:43+00:00,auth-api-6d1a0,auth-api,auth,normal_with_small_noise,214.02,512,0.4180078125,209.064,208.87600000000003,210.40900000000002,1.9199999999999884,0.23587878787879552,-0.24960400444939324,7.109363107417108,156.94,186.594,187.98700000000002,187.04533333333333,-2.5020000000000016,0.0,0.094,0.07766666666666668,0.0009696969696969752,91.63,76.42733333333334,1.398424242424243,65.72,115.37200000000001,-3.1273333333333295,0,1483,0
auth-api-6d1a0_44,2026-07-13T09:00:44+00:00,auth-api-6d1a0,auth-api,auth,normal_with_small_noise,213.79,512,0.41755859375,210.24200000000002,208.488,210.01233333333337,2.515999999999962,1.0901818181818157,-0.12240489432703308,6.536238865413897,155.02,174.94400000000002,180.382,185.7056666666667,-1.4279999999999946,0.17,0.074,0.08333333333333333,-0.0009090909090909005,74.66,76.252,1.2192727272727264,108.29,115.99633333333333,-1.7669696969697009,0,1484,0
auth-api-6d1a0_45,2026-07-13T09:00:45+00:00,auth-api-6d1a0,auth-api,auth,normal_with_small_noise,197.27,512,0.38529296875,208.952,208.27100000000002,209.67866666666671,-2.0350000000000334,-0.12490909090908345,-0.22345717463849457,6.9244981062159665,187.55,175.32199999999997,182.177,186.33700000000002,-1.7558181818181762,0.14,0.10200000000000001,0.08233333333333334,-0.006484848484848488,86.31,76.93533333333335,1.7731515151515151,107.34,115.10533333333333,-3.428424242424237,0,1485,0
auth-api-6d1a0_46,2026-07-13T09:00:46+00:00,auth-api-6d1a0,auth-api,auth,normal_with_small_noise,199.46,512,0.3895703125,207.044,207.27100000000002,209.4016666666667,-3.9190000000000147,-0.5262424242424192,-0.30254727474972537,7.1655012016790804,196.53,182.21599999999998,183.408,186.091,-0.836727272727266,0.0,0.10200000000000001,0.08233333333333334,-0.009393939393939397,80.95,77.05999999999999,1.2375757575757569,69.24,114.70299999999999,-5.721757575757581,0,1486,0
auth-api-6d1a0_47,2026-07-13T09:00:47+00:00,auth-api-6d1a0,auth-api,auth,normal_with_small_noise,201.95,512,0.39443359375,205.298,207.12599999999998,208.82300000000004,-3.847000000000023,-1.0745454545454587,-0.2822892102335997,7.037570187069614,201.93,179.594,185.542,185.97166666666666,-0.014303030303026001,0.19,0.1,0.08866666666666667,-0.0004242424242424211,81.63,76.427,0.6326666666666688,133.14,116.26199999999999,-1.7740606060606046,0,1487,0
auth-api-6d1a0_48,2026-07-13T09:00:48+00:00,auth-api-6d1a0,auth-api,auth,normal_with_small_noise,216.12,512,0.422109375,205.71800000000002,207.391,208.77100000000004,0.9339999999999965,-0.16103030303029542,-0.1741290322580692,6.975358277783893,190.76,186.358,186.47600000000003,185.69033333333334,-0.004484848484849752,0.0,0.1,0.08866666666666667,-0.006727272727272735,79.54,76.09566666666667,0.08515151515151682,105.96,116.20733333333332,-1.405939393939395,0,1488,0
auth-api-6d1a0_49,2026-07-13T09:00:49+00:00,auth-api-6d1a0,auth-api,auth,normal_with_small_noise,209.13,512,0.40845703125,204.786,207.51400000000004,208.3836666666667,4.03799999999998,-0.03224242424242842,-0.08919911012236435,6.599751031528456,170.8,189.51399999999998,182.22899999999998,184.8676666666667,0.9267272727272764,0.0,0.066,0.08866666666666667,-0.0004848484848484814,87.31,76.869,-0.07218181818181592,99.7,116.32866666666665,-1.3269090909090855,0,1489,0
auth-api-6d1a0_50,2026-07-13T09:00:50+00:00,auth-api-6d1a0,auth-api,auth,normal_with_small_noise,205.17,512,0.40072265625,206.36599999999999,207.65900000000002,208.51666666666668,1.85999999999998,-0.41303030303029326,-0.1596129032258133,6.488846841568488,176.26,187.256,181.289,185.02433333333335,0.8298787878787879,0.24,0.086,0.09566666666666666,0.0041212121212121245,75.24,76.88333333333331,-0.5083030303030287,115.11,116.26366666666667,-0.5695757575757607,0,1490,0
auth-api-6d1a0_51,2026-07-13T09:00:51+00:00,auth-api-6d1a0,auth-api,auth,normal_with_small_noise,204.07,512,0.39857421875,207.288,207.16600000000003,208.23033333333333,-0.6710000000000241,-0.5193939393939437,-0.15972636262514353,6.4892348432288,185.31,185.012,183.614,185.8926666666667,-0.23272727272727753,0.0,0.086,0.08600000000000001,-0.0072727272727272745,81.34,77.006,-0.4816969696969666,135.29,116.43299999999999,2.5768484848484774,0,1491,0
auth-api-6d1a0_52,2026-07-13T09:00:52+00:00,auth-api-6d1a0,auth-api,auth,normal_with_small_noise,212.19,512,0.41443359375,209.336,207.31699999999995,208.1963333333333,-1.2920000000000391,-0.011090909090903206,-0.09983759733036879,6.464870846155495,166.55,177.93599999999998,178.765,184.68100000000004,0.9315757575757552,0.0,0.048,0.08033333333333334,-0.00533333333333333,78.85,76.984,-0.6461818181818169,118.85,116.01566666666666,4.668000000000003,0,1492,0
auth-api-6d1a0_53,2026-07-13T09:00:53+00:00,auth-api-6d1a0,auth-api,auth,normal_with_small_noise,219.04,512,0.4278125,209.92,207.81900000000002,208.37966666666665,2.6839999999999913,1.0752121212121188,0.006974416017790446,6.69550568939954,175.41,174.866,180.61200000000002,185.0396666666667,-0.7064242424242353,0.0,0.048,0.08033333333333334,-0.0143030303030303,78.0,77.33066666666666,-0.1915757575757539,89.34,115.19666666666667,1.0904242424242467,0,1493,0
auth-api-6d1a0_54,2026-07-13T09:00:54+00:00,auth-api-6d1a0,auth-api,auth,normal_with_small_noise,212.57,512,0.41517578125,210.608,207.69699999999997,208.3826666666666,2.9770000000000065,1.7324242424242433,0.0622869855394843,6.6974261311050824,190.1,178.726,184.12,186.54166666666669,-1.8950303030303004,0.16,0.08,0.08499999999999999,-0.003212121212121215,81.02,77.40033333333332,-0.5383636363636368,96.38,114.32633333333334,0.4485454545454568,0,1494,0
auth-api-6d1a0_55,2026-07-13T09:00:55+00:00,auth-api-6d1a0,auth-api,auth,normal_with_small_noise,205.55,512,0.40146484375,210.68399999999997,208.525,208.67466666666664,0.33399999999998226,0.9201818181818091,-0.03593770856507836,6.35687557896462,189.72,181.418,184.337,187.17066666666673,-1.36090909090909,0.0,0.032,0.08400000000000002,-0.0027272727272727205,76.97,77.11133333333332,-0.40648484848484895,118.81,114.69133333333335,1.1111515151515148,0,1495,0
auth-api-6d1a0_56,2026-07-13T09:00:56+00:00,auth-api-6d1a0,auth-api,auth,normal_with_small_noise,213.06,512,0.4161328125,212.48199999999997,209.885,208.88799999999998,-1.1750000000000245,0.5632121212121288,-0.02153948832036169,6.394213655787713,148.81,174.11800000000002,179.565,185.8186666666667,-2.485878787878791,0.57,0.146,0.09566666666666666,0.021212121212121196,86.17,77.73066666666666,-0.01690909090909191,117.63,115.636,-0.9696363636363623,0,1496,0
auth-api-6d1a0_57,2026-07-13T09:00:57+00:00,auth-api-6d1a0,auth-api,auth,normal_with_small_noise,228.25,512,0.44580078125,215.69400000000002,212.51500000000001,209.23199999999997,1.8910000000000011,1.0359393939393944,0.16573526140155392,7.132423005615585,192.3,179.26799999999997,178.60199999999998,186.32133333333337,-0.3002424242424212,0.0,0.146,0.09133333333333332,0.019818181818181818,82.49,77.874,0.15399999999999595,76.53,114.13933333333334,-1.618787878787868,0,1497,0
auth-api-6d1a0_58,2026-07-13T09:00:58+00:00,auth-api-6d1a0,auth-api,auth,normal_with_small_noise,216.3,512,0.4224609375,215.14600000000002,212.533,209.26900000000003,3.015999999999978,1.48272727272727,0.25242491657396937,7.167190739993479,185.52,181.29000000000002,178.078,185.15433333333337,0.8876363636363672,0.05,0.156,0.093,0.010787878787878786,78.33,78.03633333333332,-0.05175757575757583,122.57,114.20000000000002,-0.8824848484848462,0,1498,0
auth-api-6d1a0_59,2026-07-13T09:00:59+00:00,auth-api-6d1a0,auth-api,auth,normal_with_small_noise,219.62,512,0.4289453125,216.55600000000004,213.58200000000002,209.62633333333332,3.137999999999977,1.6424242424242501,0.31666073414904966,7.4112368009354705,200.62,183.39399999999998,181.06,184.5173333333334,1.6320000000000106,0.0,0.124,0.09299999999999999,-0.0015757575757575804,78.68,78.53133333333332,0.2942424242424261,102.02,112.97966666666667,-1.8857575757575784,0,1499,0
auth-api-6d1a0_60,2026-07-13T09:01:00+00:00,auth-api-6d1a0,auth-api,auth,normal_with_small_noise,211.66,512,0.4133984375,217.77800000000002,214.231,209.54433333333336,-1.14299999999999,0.9767878787878752,0.3607719688542767,7.373315205959717,206.73,186.796,184.10700000000003,186.127,2.7121818181818207,0.0,0.124,0.09299999999999999,0.0020606060606060627,80.8,78.663,0.05581818181817997,128.74,113.258,-0.43236363636363057,0,1500,0
auth-api-6d1a0_61,2026-07-13T09:01:01+00:00,auth-api-6d1a0,auth-api,auth,normal_with_small_noise,201.2,512,0.39296875,215.406,213.94400000000002,209.56500000000003,-5.874000000000016,-0.4113939393939295,0.24511457174637893,7.348148605671669,174.81,191.996,183.057,185.22700000000003,2.2852727272727256,0.01,0.012,0.09199999999999998,-0.0068484848484848355,66.37,78.59433333333331,-0.6304242424242428,141.07,113.45366666666668,2.873696969696973,0,1501,0
auth-api-6d1a0_62,2026-07-13T09:01:02+00:00,auth-api-6d1a0,auth-api,auth,normal_with_small_noise,222.39,512,0.43435546875,214.234,214.964,209.8426666666667,-0.6240000000000203,-0.06763636363635628,0.3588565072302527,7.674017934847938,177.61,189.05800000000002,184.163,184.95966666666666,0.8876969696969758,0.0,0.012,0.092,-0.016424242424242404,82.29,79.152,-0.4328484848484836,140.46,114.41433333333336,4.980424242424248,0,1502,0
auth-api-6d1a0_63,2026-07-13T09:01:03+00:00,auth-api-6d1a0,auth-api,auth,normal_with_small_noise,211.34,512,0.4127734375,213.24200000000002,214.19400000000002,210.29633333333334,-0.5830000000000265,0.006424242424239479,0.28498109010010353,7.327738741076352,179.24,187.80200000000002,184.54600000000002,184.38166666666666,0.03563636363636374,0.0,0.002,0.08166666666666665,-0.025999999999999992,50.71,78.566,-2.056181818181815,90.97,112.80433333333333,2.1584242424242372,0,1503,0
auth-api-6d1a0_64,2026-07-13T09:01:04+00:00,auth-api-6d1a0,auth-api,auth,normal_with_small_noise,225.03,512,0.43951171875,214.324,215.44,210.54166666666666,3.687999999999984,0.48921212121211344,0.43088987764181974,7.6970240927944005,164.89,180.656,182.025,182.17566666666664,-0.6662424242424346,0.0,0.002,0.08166666666666665,-0.02490909090909089,71.17,78.28033333333333,-2.031393939393939,115.88,111.86933333333333,1.1447272727272682,0,1504,0
auth-api-6d1a0_65,2026-07-13T09:01:05+00:00,auth-api-6d1a0,auth-api,auth,normal_with_small_noise,217.95,512,0.42568359375,215.58199999999997,216.68,211.15866666666668,3.6139999999999786,-0.033212121212113276,0.40212235817574277,7.516182419348237,196.48,178.60600000000002,182.70099999999996,183.07166666666663,0.6352121212121263,0.31,0.064,0.092,-0.015636363636363657,63.3,77.71433333333334,-2.5864848484848486,119.41,112.75299999999997,1.5825454545454547,0,1505,0
auth-api-6d1a0_66,2026-07-13T09:01:06+00:00,auth-api-6d1a0,auth-api,auth,normal_with_small_noise,224.08,512,0.43765625,220.158,217.782,211.64600000000002,0.9989999999999748,0.12909090909090948,0.47377085650722395,7.86797857753513,185.41,180.726,186.36100000000002,183.1113333333333,-1.4764242424242338,0.0,0.062,0.08600000000000001,0.01096969696969697,79.11,78.03733333333335,-1.500181818181821,131.65,113.234,2.6020606060606153,0,1506,0
auth-api-6d1a0_67,2026-07-13T09:01:07+00:00,auth-api-6d1a0,auth-api,auth,normal_with_small_noise,212.23,512,0.41451171875,218.12599999999998,216.17999999999998,211.94033333333334,0.08299999999997519,0.5241212121212226,0.4206696329254639,7.712491204190294,170.39,179.28199999999998,184.17000000000002,182.77133333333333,-1.9516363636363627,0.0,0.062,0.08033333333333334,0.006484848484848485,77.22,78.28066666666668,-0.676727272727268,88.65,111.19466666666666,-1.6338181818181803,0,1507,0
auth-api-6d1a0_68,2026-07-13T09:01:08+00:00,auth-api-6d1a0,auth-api,auth,normal_with_small_noise,222.75,512,0.43505859375,220.408,216.825,212.24966666666666,-1.0280000000000138,0.8904848484848579,0.5009588431590614,7.958148061874235,220.66,187.56599999999997,187.684,184.07933333333332,0.1287272727272782,0.0,0.062,0.077,0.005333333333333332,72.55,78.21166666666667,-0.32145454545454577,124.74,111.50799999999998,-0.9787272727272708,0,1508,0
auth-api-6d1a0_69,2026-07-13T09:01:09+00:00,auth-api-6d1a0,auth-api,auth,normal_with_small_noise,221.3,512,0.4322265625,219.66199999999998,216.99300000000002,212.6963333333333,0.5369999999999884,1.3209090909090915,0.5293503893214629,8.08070306062678,218.59,198.30599999999998,189.481,184.2566666666667,2.6769090909090894,0.25,0.11200000000000002,0.07633333333333334,0.015090909090909087,76.76,78.27000000000001,0.35684848484848625,117.37,111.60633333333332,-2.1219393939393942,0,1509,0
auth-api-6d1a0_70,2026-07-13T09:01:10+00:00,auth-api-6d1a0,auth-api,auth,normal_with_small_noise,209.92,512,0.41,218.05599999999998,216.81900000000002,212.903,-1.9250000000000287,0.5795757575757592,0.44953281423803565,7.92091781080433,226.34,204.278,191.44199999999995,185.61266666666668,5.83733333333334,0.24,0.098,0.08433333333333334,0.021272727272727266,89.61,78.49233333333335,1.9006666666666643,130.53,112.31366666666665,-0.9520606060606033,0,1510,0
auth-api-6d1a0_71,2026-07-13T09:01:11+00:00,auth-api-6d1a0,auth-api,auth,normal_with_small_noise,212.61,512,0.41525390625,215.762,217.96000000000004,213.02333333333334,-1.2070000000000107,-0.6912727272727295,0.4207252502780816,7.8869277849526105,222.5,211.696,196.21099999999998,187.62733333333335,6.422606060606063,0.0,0.098,0.08433333333333334,0.012121212121212126,97.64,78.964,2.8136969696969674,98.67,111.27966666666666,-0.7196969696969719,0,1511,0
auth-api-6d1a0_72,2026-07-13T09:01:12+00:00,auth-api-6d1a0,auth-api,auth,normal_with_small_noise,212.74,512,0.4155078125,215.86400000000003,216.99499999999998,213.09199999999998,-2.8710000000000258,-0.6806666666666635,0.40273637374860255,7.874780522393122,212.53,220.12400000000002,199.703,187.54366666666667,6.072666666666672,0.23,0.144,0.08533333333333333,0.014969696969696966,72.44,78.63633333333334,3.034484848484849,110.78,110.69466666666668,0.646484848484852,0,1512,0
auth-api-6d1a0_73,2026-07-13T09:01:13+00:00,auth-api-6d1a0,auth-api,auth,normal_with_small_noise,219.04,512,0.4278125,215.122,217.76500000000001,213.25933333333333,-0.17000000000003077,-0.9461212121212066,0.4475105672969963,7.94817347628972,180.07,212.006,199.786,188.31466666666665,3.637575757575761,0.15,0.174,0.09033333333333333,0.010666666666666673,68.56,77.86733333333333,1.0576969696969707,140.8,113.19733333333335,0.7105454545454595,0,1513,0
auth-api-6d1a0_74,2026-07-13T09:01:14+00:00,auth-api-6d1a0,auth-api,auth,normal_with_small_noise,216.66,512,0.4231640625,214.19400000000002,216.92799999999997,213.355,1.9910000000000057,-0.522060606060617,0.47311012235816874,7.972017332195634,155.98,199.484,198.895,188.34666666666664,-1.0782424242424233,0.38,0.2,0.09733333333333333,0.017090909090909077,91.98,78.44466666666666,1.506,142.03,114.32200000000002,1.898363636363639,0,1514,0
auth-api-6d1a0_75,2026-07-13T09:01:15+00:00,auth-api-6d1a0,auth-api,auth,normal_with_small_noise,208.02,512,0.4062890625,213.814,215.93500000000003,213.7133333333333,-0.5260000000000092,-0.9398181818181879,0.32775973303670075,7.448493637727322,183.41,190.89799999999997,197.58800000000002,188.20866666666663,-2.083878787878784,0.18,0.188,0.09866666666666667,0.028666666666666667,82.52,78.31833333333333,0.6613939393939389,111.88,114.47333333333337,1.3599999999999985,0,1515,0
auth-api-6d1a0_76,2026-07-13T09:01:16+00:00,auth-api-6d1a0,auth-api,auth,normal_with_small_noise,205.69,512,0.40173828125,212.42999999999998,214.096,213.921,-2.5120000000000053,-0.9556363636363593,0.17769744160177245,7.116867457933521,161.66,178.73,195.21300000000002,187.04633333333328,-4.855454545454547,0.0,0.188,0.09866666666666667,0.011333333333333338,86.3,78.49666666666668,0.8439999999999993,148.1,117.10200000000003,3.704545454545457,0,1516,0
auth-api-6d1a0_77,2026-07-13T09:01:17+00:00,auth-api-6d1a0,auth-api,auth,normal_with_small_noise,214.79,512,0.41951171875,212.84,214.352,214.34900000000002,-1.9470000000000018,-1.0421818181818163,0.1007452725250232,6.748688429409184,200.76,176.37599999999998,198.25,187.0073333333333,-6.207757575757571,0.28,0.198,0.10166666666666666,0.009272727272727285,87.9,78.70566666666667,0.9007272727272722,111.08,116.36666666666669,0.9637575757575736,0,1517,0
auth-api-6d1a0_78,2026-07-13T09:01:18+00:00,auth-api-6d1a0,auth-api,auth,normal_with_small_noise,208.14,512,0.4065234375,210.66,212.891,214.083,-1.027000000000018,-0.8211515151515195,0.07290100111234163,6.833214092035039,172.8,174.92199999999997,193.464,186.40866666666665,-6.101939393939404,0.0,0.168,0.10166666666666666,-0.01145454545454546,78.5,78.67100000000002,0.003939393939397324,107.68,116.42399999999999,0.17163636363636542,0,1518,0
auth-api-6d1a0_79,2026-07-13T09:01:19+00:00,auth-api-6d1a0,auth-api,auth,normal_with_small_noise,211.61,512,0.41330078125,209.65,211.92200000000003,214.16566666666665,0.9629999999999859,-0.33042424242424046,0.022787541713008782,6.786066192413401,195.04,182.73399999999998,191.10899999999998,187.21666666666667,-4.340909090909092,0.0,0.092,0.10166666666666666,-0.015515151515151511,85.61,78.61433333333335,-0.29648484848485096,112.05,116.83566666666667,-0.6666666666666711,0,1519,0
auth-api-6d1a0_80,2026-07-13T09:01:20+00:00,auth-api-6d1a0,auth-api,auth,normal_with_small_noise,213.25,512,0.41650390625,210.696,212.25500000000002,214.43499999999997,1.1939999999999815,-0.39145454545453934,-0.04515906562848023,6.5737470289021624,168.57,179.766,185.332,186.96033333333332,-3.221575757575751,0.26,0.10800000000000001,0.10233333333333335,-0.0030303030303030286,84.4,78.91966666666667,0.08648484848484915,107.99,116.59833333333333,-0.7846060606060561,0,1520,0
auth-api-6d1a0_81,2026-07-13T09:01:21+00:00,auth-api-6d1a0,auth-api,auth,normal_with_small_noise,204.61,512,0.39962890625,210.48000000000002,211.455,214.45299999999997,-1.525000000000023,-0.7847878787878713,-0.1800289210233628,6.545064025924289,206.47,188.728,183.72899999999998,187.66566666666668,0.40927272727273445,0.07,0.12200000000000003,0.10466666666666664,-0.017151515151515154,85.77,79.06733333333334,1.1426666666666676,121.72,116.14599999999997,-2.0044242424242458,0,1521,0
auth-api-6d1a0_82,2026-07-13T09:01:22+00:00,auth-api-6d1a0,auth-api,auth,normal_with_small_noise,209.48,512,0.409140625,209.41799999999998,211.129,214.36266666666663,-0.4320000000000291,-0.8068484848484802,-0.22771968854283053,6.595878511110809,185.89,185.75400000000002,181.065,188.31033333333335,2.4472121212121243,0.06,0.078,0.10666666666666665,-0.017333333333333333,87.41,79.35266666666666,0.7521818181818183,138.03,116.78533333333333,-1.806666666666669,0,1522,0
auth-api-6d1a0_83,2026-07-13T09:01:23+00:00,auth-api-6d1a0,auth-api,auth,normal_with_small_noise,212.22,512,0.4144921875,210.234,210.44699999999997,214.1353333333333,-0.25500000000003625,-0.2199393939393965,-0.20928587319243866,6.5464545462744015,206.99,192.592,183.757,189.363,3.7949696969696944,0.0,0.078,0.10666666666666665,-0.024060606060606064,72.64,79.17399999999998,-0.8840606060606041,88.51,116.75766666666667,-2.6389696969696916,0,1523,0
auth-api-6d1a0_84,2026-07-13T09:01:24+00:00,auth-api-6d1a0,auth-api,auth,normal_with_small_noise,213.44,512,0.416875,210.6,210.125,214.16433333333327,0.7990000000000023,0.35751515151516394,-0.22456729699666775,6.5412060911147565,173.49,188.28199999999998,185.50799999999998,188.8093333333333,1.3831515151515197,0.0,0.078,0.10133333333333333,-0.013636363636363637,73.58,78.92599999999997,-0.9571515151515119,93.1,116.64833333333334,-2.505090909090904,0,1524,0
auth-api-6d1a0_85,2026-07-13T09:01:25+00:00,auth-api-6d1a0,auth-api,auth,normal_with_small_noise,216.85,512,0.42353515625,211.32,211.00799999999998,214.54099999999997,2.8439999999999848,0.5840000000000034,-0.266649610678536,6.350627636644299,198.06,194.18,186.97299999999998,189.08733333333333,1.9279393939393918,0.06,0.038,0.1033333333333333,-0.008666666666666665,97.55,79.61200000000001,-0.13042424242423978,102.53,116.10566666666666,-3.273757575757578,0,1525,0
